id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm1255679,Selena Gomez: My Mind & Me,MOVIE,"After years in the limelight, Selena Gomez achieves unimaginable stardom. But just as she reaches a new peak, an unexpected turn pulls her into darkness. This uniquely raw and intimate documentary spans her six-year journey into a new light.",2022,R,95,"['music', 'documentation']",['US'],,tt21819250,7.4,4944.0,64.756,8.288
ts251525,Shining Girls,SHOW,"Years after a brutal attack left her in a constantly shifting reality, Kirby Mazrachi learns that a recent murder is linked to her assault. She teams with veteran reporter Dan Velazquez to understand her ever-changing present—and confront her past.",2022,TV-MA,49,"['drama', 'scifi', 'thriller', 'crime']",['US'],1.0,tt2953250,7.4,15871.0,29.351,7.883
tm413096,Finch,MOVIE,"On a post-apocalyptic Earth, a robot, built to protect the life of his dying creator's beloved dog, learns about life, love, friendship, and what it means to be human.",2021,PG-13,115,"['scifi', 'drama']","['IN', 'US']",,tt3420504,6.9,86229.0,94.798,7.99
ts289342,Invasion,SHOW,Earth is visited by an alien species that threatens humanity's existence. Events unfold in real time through the eyes of five ordinary people across the globe as the struggle to make sense of the chaos unraveling around them,2021,TV-MA,51,"['scifi', 'drama', 'fantasy']",['US'],1.0,tt9737326,6.0,29189.0,68.953,7.245
ts314448,Roar,SHOW,"Featuring an all-star cast, this genre-bending anthology series weaves together eight darkly comedic feminist fables that take unexpected approaches to subjects like gender roles, autonomy, and identity.",2022,TV-MA,32,"['drama', 'comedy']",['US'],2.0,tt14161704,5.6,2739.0,13.327,6.1
tm1187578,Emancipation,MOVIE,"Inspired by the gripping true story of a man who would do anything for his family—and for freedom. When Peter, an enslaved man, risks his life to escape and return to his family, he embarks on a perilous journey of love and endurance.",2022,R,132,"['drama', 'thriller', 'action']",['US'],,tt12530246,6.1,21286.0,226.666,8.059
ts272733,Make or Break,SHOW,"From pure elation to devastating heartbreak, follow the world's best surfers as they fight for the championship title.",2022,TV-MA,40,"['documentation', 'sport']",['GB'],2.0,tt13773908,7.8,257.0,29.282,4.5
ts252747,The Essex Serpent,SHOW,"London widow Cora Seaborne moves to Essex to investigate reports of a mythical serpent. She forms an unlikely bond with the village vicar, but when tragedy strikes, locals accuse her of attracting the creature.",2022,TV-14,48,"['drama', 'history', 'fantasy']",['GB'],1.0,tt12976224,6.3,6056.0,9.504,7.2
ts296186,Surface,SHOW,A traumatic head injury leaves Sophie with extreme memory loss. In her quest to put the pieces of her life back together—with help from her husband and friends—Sophie begins to question the truth behind her picture-perfect life.,2022,TV-MA,0,"['drama', 'thriller']",['US'],1.0,tt13694702,6.3,3962.0,16.104,6.3
tm1137983,Cha Cha Real Smooth,MOVIE,"Fresh out of college and stuck at his New Jersey home without a clear path forward, 22-year-old Andrew begins working as a party starter for bar/bat mitzvahs—where he strikes up a unique friendship with a young mom and her teenage daughter.",2022,R,108,"['drama', 'comedy']",['US'],,tt14376344,7.3,21164.0,16.179,7.2
ts236914,The Shrink Next Door,SHOW,"Inspired by the true story of Marty and the therapist who turned his life around...then took it over. When he first meets Dr. Ike, Marty just wants to get better at boundaries. Over 30 years, he'll learn all about them—and what happens when they get crossed.",2021,TV-MA,43,"['drama', 'comedy']",['US'],1.0,tt11947248,7.1,13717.0,12.148,7.462
ts286752,Now and Then,SHOW,"On the eve of college graduation, six best friends embark on an epic weekend to celebrate—but it takes a fatal turn. Nearly 20 years later, the survivors are reluctantly reunited by a blackmail text threatening to expose the truth about that fateful night.",2022,TV-MA,54,"['drama', 'thriller', 'crime']",['ES'],1.0,tt14509156,5.6,845.0,7.812,6.3
tm466906,Luck,MOVIE,"Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.",2022,G,105,"['fantasy', 'animation', 'comedy', 'family']","['ES', 'US']",,tt7214954,6.4,21308.0,270.029,7.9
ts273314,Physical,SHOW,"Sheila Rubin is a quietly tormented housewife in ’80s San Diego. Behind closed doors, she battles extreme personal demons and a vicious inner voice. But things change when she discovers aerobics, sparking a journey toward empowerment and success.",2021,TV-MA,29,"['drama', 'comedy']",['US'],2.0,tt11828492,7.3,9972.0,19.914,6.5
ts360077,Gutsy,SHOW,Take an unforgettable journey with Hillary and Chelsea Clinton as they go on adventures with some of the world’s boldest and bravest women—from household names to unsung heroes—who make us laugh and inspire us to be more gutsy.,2022,TV-PG,0,['documentation'],['US'],1.0,tt13655266,4.0,1020.0,2.994,6.0
tm1035207,The Tragedy of Macbeth,MOVIE,"Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.",2021,R,105,"['drama', 'thriller', 'war', 'history', 'comedy', 'romance', 'action']",['US'],,tt10095582,7.1,35765.0,18.643,6.958
ts271337,The Last Days of Ptolemy Grey,SHOW,"Suddenly left without his trusted caretaker, Ptolemy Grey is assigned to the care of orphaned teenager Robyn. When they learn about a treatment that will restore Ptolemy’s dementia-addled memories, it begins a journey toward shocking truths.",2022,TV-MA,52,['drama'],['US'],1.0,tt13820498,7.8,4887.0,9.313,8.0
ts226608,Suspicion,SHOW,"Five ordinary Brits are accused of kidnapping the son of a prominent U.S. media mogul. They embark on a desperate race against time to prove their innocence, but will anyone believe them—and are they telling the truth?",2022,TV-MA,46,"['drama', 'crime', 'thriller']",['GB'],1.0,tt12026710,6.2,8268.0,13.428,7.157
ts366512,Circuit Breakers,SHOW,"Follow the futuristic anthology as it tackles children's issues through a sci-fi lens. But not everything is what it seems, and their curiosity leads to chaos.",2022,TV-G,25,"['family', 'scifi']",['US'],1.0,tt21942776,5.4,176.0,7.177,7.7
ts282250,Calls,SHOW,"Told through a series of interconnected phone conversations, this groundbreaking series chronicles the mysterious story of a group of strangers whose lives are thrown into disarray in the lead-up to an apocalyptic event.",2021,TV-MA,16,"['thriller', 'drama', 'scifi', 'horror', 'animation']",['US'],1.0,tt9327706,7.7,6050.0,14.767,7.01
ts330311,The Big Conn,SHOW,"The unbelievable true story of the larger-than-life attorney, Eric C. Conn, who defrauded the government over half a billion dollars in the largest Social Security fraud case in history.",2022,TV-MA,57,"['documentation', 'crime']",['US'],1.0,tt18265020,7.1,708.0,3.551,6.5
tm937920,Billie Eilish: The World's a Little Blurry,MOVIE,"This documentary offers a deeply intimate look at extraordinary teenager Billie Eilish. Award-winning filmmaker R.J. Cutler follows her journey on the road, onstage, and at home with her family as the writing and recording of her debut album changes her life.",2021,R,140,"['music', 'documentation']",['US'],,tt11459366,7.7,8183.0,12.017,8.5
ts328446,They Call Me Magic,SHOW,"Earvin “Magic” Johnson is an icon for the ages—from humble beginnings to the Dream Team to business titan. Featuring candid interviews with teammates, rivals, family, friends, and more, this docuseries charts the life and career of a legend.",2022,TV-MA,60,"['documentation', 'sport']",['US'],1.0,tt17736322,7.7,1228.0,4.797,7.5
ts317498,The Line,SHOW,"In covert modern warfare, the line between right and wrong has blurred. This docuseries examines the moral ambiguities of war as embodied by the 2018 case in which a U.S. Navy SEAL platoon accused its chief, Eddie Gallagher, of war crimes.",2021,TV-MA,56,"['war', 'documentation', 'crime']",['US'],1.0,tt14475988,7.7,941.0,4.411,8.0
ts189056,Lisey's Story,SHOW,"A widow becomes the object of a dangerous stalker, obsessed with her husband's work.",2021,TV-MA,50,"['horror', 'thriller', 'drama', 'scifi', 'fantasy']",['US'],1.0,tt10151848,5.9,4987.0,11.835,6.1
tm1093800,Come from Away,MOVIE,"7,000 passengers are stranded in the small town of Gander, Newfoundland after all flights into the US are grounded on September 11, 2001. Filmed live on stage at the Gerald Schoenfeld Theater in New York City.",2021,PG-13,107,"['comedy', 'drama']","['CA', 'US']",,tt7638556,8.6,2383.0,3.941,7.9
tm1239630,Sidney,MOVIE,"This revealing documentary honors the legendary Sidney Poitier—iconic actor, filmmaker, and civil rights activist. Featuring interviews with Denzel Washington, Spike Lee, Halle Berry, and more.",2022,PG-13,106,['documentation'],['US'],,tt16977750,7.8,916.0,6.231,7.95
ts237871,Fraggle Rock: Back to the Rock,SHOW,"Join Gobo, Red, Wembley, Mokey, Boober, and new Fraggle friends on hilarious, epic adventures about the magic that happens when we celebrate and care for our interconnected world.",2022,TV-G,27,"['animation', 'comedy', 'family']","['CA', 'US']",1.0,tt12397680,8.1,370.0,8.06,8.889
tm984163,Palmer,MOVIE,"After 12 years in prison, former high school football star Eddie Palmer returns home to put his life back together—and forms an unlikely bond with Sam, an outcast boy from a troubled home. But Eddie's past threatens to ruin his new life and family.",2021,R,110,['drama'],['US'],,tt6857376,7.2,37016.0,16.279,8.0
ts287796,The Me You Can't See,SHOW,Oprah Winfrey and Prince Harry join forces to guide honest discussions about mental health.,2021,TV-MA,62,['documentation'],['US'],1.0,tt14584186,5.5,1906.0,5.172,9.5
ts287281,1971: The Year That Music Changed Everything,SHOW,"An immersive, deep-dive docuseries rich with archival footage and interviews that explores the musicians and soundtracks that shaped the culture and politics of 1971.",2021,TV-MA,45,"['documentation', 'history', 'music']",['US'],1.0,tt14544732,7.6,1470.0,4.849,7.6
ts288083,Watch the Sound with Mark Ronson,SHOW,"Oscar and Grammy Award-winning producer and artist Mark Ronson explores the intersection of technology and musical innovation with his heroes and fellow hitmakers—including Paul McCartney, DJ Premier, Charli XCX, Dave Grohl, and Questlove.",2021,,35,"['documentation', 'music']",['US'],1.0,tt14482570,8.0,713.0,5.754,7.857
tm1247677,Louis Armstrong's Black & Blues,MOVIE,"An intimate and revealing look at the world-changing musician, presented through a lens of archival footage and never-before-heard home recordings and personal conversations. This definitive documentary honors Armstrong's legacy as a founding father of jazz, one of the first internationally known and beloved stars, and a cultural ambassador of the United States.",2022,R,104,"['documentation', 'music']",['US'],,tt14447458,7.3,490.0,4.417,7.0
tm470776,Cherry,MOVIE,"Cherry drifts from college dropout to army medic in Iraq - anchored only by his true love, Emily. But after returning from the war with PTSD, his life spirals into drugs and crime as he struggles to find his place in the world.",2021,R,140,"['drama', 'crime']",['US'],,tt9130508,6.6,33705.0,25.895,7.4
ts94707,Dr. Brain,SHOW,"An emotional journey that follows a brain scientist who is obsessive about figuring out new technologies to access the consciousness and memories of the brain. His life goes sideways when his family falls victim to a mysterious accident, and  he uses his skills to access memories from his wife’s brain to piece together the mystery of what actually happened to his family and why.",2021,TV-MA,57,"['thriller', 'drama', 'scifi']",['KR'],1.0,tt15758760,6.7,2545.0,23.186,7.574
ts221207,Mr. Corman,SHOW,A deep cut into the days and nights of a public schoolteacher in the San Fernando Valley.,2021,TV-MA,29,"['comedy', 'drama']",['US'],1.0,tt10971064,6.5,5544.0,9.871,6.571
tm947517,The Velvet Underground,MOVIE,"Experience the iconic rock band's legacy in the first major documentary to tell their story. Directed with the era’s avant-garde spirit by Todd Haynes, this kaleidoscopic oral history combines exclusive interviews with dazzling archival footage.",2021,R,121,"['documentation', 'music']",['US'],,tt7230750,7.4,4572.0,7.777,6.8
tm995088,The Sky Is Everywhere,MOVIE,"Lennie is a teen musical prodigy grieving the death of her sister when she finds herself caught between a new guy at school and her sister's devastated boyfriend. Through her vivid imagination and conflicted heart, Lennie navigates first love and first loss.",2022,PG-13,103,"['drama', 'romance', 'music']",['US'],,tt2201261,5.6,1436.0,15.347,5.6
tm1125299,Swan Song,MOVIE,"In the near future, Cameron Turner is diagnosed with a terminal illness. Presented with an experimental solution to shield his wife and son from grief, he grapples with altering their fate.",2021,R,112,"['drama', 'romance', 'scifi']",['US'],,tt13207508,6.8,15083.0,17.465,7.3
tm1035374,Fathom,MOVIE,Two biologists set out on an undertaking as colossal as their subjects—deciphering the complex communication of whales. Dr. Michelle Fournet and Dr. Ellen Garland journey to opposite hemispheres to uncover a culture eons older than our own.,2021,PG,86,['documentation'],['US'],,tt13622130,5.7,563.0,8.601,6.5
ts322544,Lincoln's Dilemma,SHOW,"Discover a side of Abraham Lincoln you’ve never seen before. In this four-part docuseries, a diverse panel of historians and rare archival materials offer a more nuanced look into the man dubbed the Great Emancipator.",2022,TV-PG,55,"['documentation', 'history']",['US'],1.0,tt17043406,7.1,375.0,6.076,7.4
ts317074,Swagger,SHOW,"Explore the world of AAU basketball in the nation’s capital, and the players, their families and coaches who walk the fine line between dreams and ambition, and opportunism and corruption.",2021,TV-14,53,"['drama', 'sport']",['US'],2.0,tt8005626,7.2,2020.0,10.777,7.913
ts312116,Amber Brown,SHOW,"Between her parents’ divorce and best friend moving away, Amber Brown is having a tough time. But her art, video diary, and new friend Brandi provide outlets for Amber to express her feelings and find gratitude in the love that surrounds her.",2022,TV-G,25,"['family', 'comedy', 'drama']",['US'],1.0,tt15514598,5.5,186.0,6.226,6.333
tm1117411,'Twas the Fight Before Christmas,MOVIE,"In this true-life twist on a holiday fable, Jeremy Morris brings a whole new meaning to Christmas spirit when his extravagant seasonal display sparks a dispute with his neighbors that lands them all in court.",2021,R,91,['documentation'],['GB'],,tt15353214,6.3,694.0,3.49,6.278
ts308042,Puppy Place,SHOW,"Charles and Lizzie Peterson have found the perfect way to foster their love of dogs — literally. The siblings take on the tough but rewarding task of fostering puppies and finding their forever homes. With every new pup, a new adventure begins.",2021,TV-G,26,[],['US'],2.0,tt15389998,7.2,86.0,3.336,9.5
tm1074442,9/11: Inside the President's War Room,MOVIE,"Experience the events of September 11, 2001 through the eyes of President Bush and his closest advisors as they personally detail the crucial hours and key decisions from that historic day.",2021,PG-13,89,"['history', 'documentation']","['GB', 'US']",,tt15010478,7.5,3091.0,8.732,6.8
tm1031102,The Year Earth Changed,MOVIE,"Never-before-seen footage shows how our living in lockdown opened the door for nature to bounce back and thrive. Across the seas, skies, and lands, Earth found its rhythm when we came to a stop.",2021,PG,48,['documentation'],"['TR', 'GB']",,tt14372240,8.2,4398.0,7.198,8.0
ts287788,"Hello, Jack! The Kindness Show",SHOW,"Preschoolers are invited into a world where a little act of kindness can change the world. Alongside special guest stars, Jack inspires kids to solve problems with kindness and heart while showcasing stories where acts of kindness are shown through “The Three C’s” – caring, connecting and cascading – from one person to another.",2021,TV-Y,22,"['family', 'comedy']",['US'],2.0,tt14676680,8.0,90.0,4.652,5.5
ts320127,Surfside Girls,SHOW,Quick wits lead to daring discoveries for beachside besties Sam and Jade as they sleuth out supernatural mysteries in their sleepy hometown of Surfside. Based on the best-selling young adult graphic novels.,2022,TV-G,30,"['thriller', 'family']",['US'],1.0,tt16390162,6.5,347.0,5.204,6.273
ts356319,Life by Ella,SHOW,"After a life-changing experience, 13-year-old Ella is eager to seize the day. As she learns to appreciate each moment, she faces the fears that once defined her—and encourages others to do the same.",2022,TV-G,30,"['drama', 'comedy']",['US'],1.0,tt20230770,5.8,152.0,4.653,7.0
ts314123,Harriet the Spy,SHOW,"Outspoken and perpetually curious. That’s 11-year-old Harriet in a nutshell. But if she’s going to be Harriet M. Welsch, future writer, she’ll need to know everything. And to know everything means she’ll need to spy…on everyone.",2021,,23,['animation'],['US'],2.0,,,,16.744,7.0
ts350046,Lovely Little Farm,SHOW,"Nestled in lavender fields is a lovely little farm where sisters Jill and Jacky nurture and love all their animals—including the talking ones. Being a young farmer isn’t easy, but every day brings adventure and a chance to grow.",2022,TV-Y,25,['family'],['US'],1.0,tt20218952,8.0,63.0,3.904,7.333
ts359674,Best Foot Forward,SHOW,"From homeschooled to the new kid in school, Josh is stepping into a whole new adventure.",2022,TV-G,0,"['family', 'comedy', 'drama']",['US'],1.0,tt20414738,7.2,199.0,4.365,5.0
tm1047516,"Who Are You, Charlie Brown?",MOVIE,"A documentary about Peanuts and its creator, Charles M. Schulz. Famous fans—including Drew Barrymore, Kevin Smith, and Al Roker—share its influence on them, and a new animated story finds Charlie Brown on a quest.",2021,G,61,"['documentation', 'animation']","['CA', 'US']",,tt14784858,7.2,558.0,6.9,6.9
ts343660,The Long Game: Bigger Than Basketball,SHOW,Makur Maker was a five-star NBA prospect headed to the Draft—until an unexpected detour led him to Howard University. This inspiring docuseries follows Makur’s journey and his determination to rewrite his story with the help of his family.,2022,TV-14,50,"['documentation', 'sport']",['US'],1.0,tt19315748,,,4.13,4.5
ts255273,The Snoopy Show,SHOW,"The world’s most iconic dog is ready for his close-up. Dive into new adventures with the happy-dancing, high-flying, big-dreaming beagle, who's joined by best friend Woodstock and rest of the Peanuts gang.",2021,TV-G,22,"['animation', 'comedy', 'family', 'action']",['US'],2.0,tt13210350,8.1,534.0,82.921,7.7
tm1210009,Snoopy Presents: Lucy's School,MOVIE,"The Peanuts gang is nervous about going to a new school, so Lucy starts her own. She soon learns that teaching is tougher than she thought—and that change can be a good thing.",2022,G,38,"['animation', 'family', 'comedy']","['US', 'CA']",,tt21405896,6.6,175.0,27.694,7.3
tm1109759,Snoopy Presents: For Auld Lang Syne,MOVIE,"After finding out her grandmother won't be visiting for Christmas, Lucy decides to cheer herself up by throwing the ultimate New Year's Eve party. Meanwhile, Charlie Brown tries to fulfill one of his resolutions before the clock strikes midnight.",2021,G,39,"['animation', 'comedy', 'family']",['CA'],,tt15553258,6.9,583.0,20.613,7.3
tm1080335,Blush,MOVIE,"When a horticulturalist-astronaut crashes onto a desolate planet, he encounters an ethereal visitor and discovers the joy of building a new life—realizing the universe has delivered something astonishing.",2021,,11,"['animation', 'scifi']","['ES', 'US']",,tt14460998,8.0,,10.41,7.9
ts308015,Wolfboy and The Everything Factory,SHOW,"William Wolfe is no ordinary human boy. Down in the magical spryte realm of the Everything Factory, he’s Wolfboy. And with his new spryte friends, he learns his vivid imagination and limitless creativity have the power to change the world.",2021,TV-Y7,12,"['animation', 'comedy', 'family', 'fantasy']",['US'],2.0,tt15389676,7.7,178.0,9.072,8.0
ts328195,Pretzel and the Puppies,SHOW,"Meet Pretzel, the world’s longest dachshund and a playful, supportive dad to five frisky puppies. Together with his wife, Greta, they encourage their pups to get their paws up to solve problems and “make their bark” on the world.",2022,TV-Y,23,"['animation', 'family']","['CA', 'US']",2.0,tt17524490,7.7,58.0,8.182,7.3
tm1183175,"Snoopy Presents: It’s the Small Things, Charlie Brown",MOVIE,"Charlie Brown is determined to win the big baseball game. But things turn into a fiasco right before the matchup, when Sally bonds with a little flower on the pitcher’s mound and vows to protect it at all costs.",2022,,38,"['animation', 'family']","['US', 'CA']",,tt19316654,6.7,224.0,7.889,7.0
ts364251,Interrupting Chicken,SHOW,"A young little chicken named Piper has a habit of interrupting storytime! Every time Piper hears a story, she can’t help but jump in, ask questions and let her imagination run wild as she tries to fill in details, guess what happens next or insert herself in the middle of the action to help save the day.",2022,TV-Y,12,"['animation', 'family']",['US'],1.0,tt21942798,6.4,30.0,6.576,6.0
ts308044,Get Rolling with Otis,SHOW,"Welcome to Long Hill Dairy Farm, home to Otis the tractor and all his friends. Otis may be little, but he has a big heart. Whenever he sees a friend in need, he hits the brakes to see what’s wrong and rolls into action to help.",2021,TV-Y,12,"['animation', 'comedy', 'family']",['IE'],2.0,tt15389898,8.3,55.0,6.417,6.5
tm1183293,"Snoopy Presents: To Mom (and Dad), With Love",MOVIE,"Mother’s Day is almost here, and the gang is excited—except Peppermint Patty. For her, it’s a reminder that she didn’t grow up with a mom. But good pal Marcie helps Peppermint Patty see that families come in all shapes and sizes.",2022,G,38,"['animation', 'comedy', 'family']","['US', 'CA']",,tt19866966,7.1,185.0,5.206,5.9
ts342889,Pinecone & Pony,SHOW,"Based on Kate Beaton’s children’s picture book “The Princess and the Pony,” Pinecone & Pony is an adventure led by two independent warriors who are fearlessly themselves.",2022,TV-Y,11,"['family', 'fantasy', 'animation', 'comedy']",['CA'],2.0,tt18830366,6.4,117.0,5.051,2.0
ts350479,Sago Mini Friends,SHOW,"Welcome to Sagoville, where Harvey loves to play and discover ways to have silly fun! He and his closest friends explore, imagine, and express true thankfulness for all things, big and small, through creative adventures and unforgettable songs.",2022,TV-Y,11,"['animation', 'comedy', 'family']",['US'],1.0,tt19770764,8.5,33.0,4.947,6.0
ts113822,Duck & Goose,SHOW,"Feathered friends Duck and Goose couldn’t be more different, but in this preschool show, they learn how to bring out the best in one another. Based on books by Tad Hills.",2022,TV-Y,0,"['animation', 'family']",['US'],1.0,tt7999864,7.9,37.0,3.945,2.0
ts320389,El Deafo,SHOW,"Going to school and making new friends can be tough. Having to do both while wearing a bulky hearing aid on your chest? That takes superpowers! With a little help from her superhero alter ego, El Deafo, Cece learns to embrace her differences.",2022,TV-G,26,"['comedy', 'family', 'animation']",['US'],1.0,tt16432198,8.4,111.0,3.473,5.0
ts364250,Slumberkins,SHOW,"Embark on adventures with Bigfoot, Unicorn, Sloth, Yak, and Fox as they explore a world of feelings in this Jim Henson Company series that brings the emotional learning of Slumberkins to life.",2022,TV-Y,0,"['fantasy', 'animation', 'comedy', 'family']",['US'],1.0,tt21942724,9.5,62.0,3.36,
tm1129563,Mariah's Christmas: The Magic Continues,MOVIE,"The Queen of Christmas returns with a blast of holiday cheer in this special. Mariah performs her enchanting original song “Fall in Love at Christmas” with Khalid and Kirk Franklin, chats with Apple Music’s Zane Lowe, and signs off with a festive classic.",2021,G,18,"['music', 'family']",['US'],,tt15829598,4.9,216.0,3.318,4.833
ts314105,Shrinking,SHOW,"Jimmy is struggling to grieve the loss of his wife while being a dad, friend, and therapist. He decides to try a new approach with everyone in his path: unfiltered, brutal honesty. Can he help himself by helping others? Will it bring him back into the light?",2023,TV-MA,55,"['comedy', 'drama']",['US'],1.0,tt15677150,7.9,13799.0,83.362,7.7
ts288980,Hello Tomorrow!,SHOW,"In a retro-future world, a group of traveling salesmen hawk lunar timeshares. Among them is Jack, a salesman of great talent and ambition, whose unshakeable faith in a brighter tomorrow inspires his coworkers, revitalizes his desperate customers but threatens to leave him dangerously lost in the very dream that sustains him.",2023,TV-MA,0,"['drama', 'scifi', 'comedy']",['US'],1.0,tt14596212,6.3,1562.0,51.315,6.8
tm1003483,Sharper,MOVIE,"Motivations are suspect, and expectations are turned chaos, as a con artist takes on Manhattan billionaires.",2023,R,116,"['crime', 'drama', 'thriller']",['US'],,tt12573454,6.6,13245.0,161.468,7.126
ts328281,Dear Edward,SHOW,"A 12-year-old boy survives a plane crash that kills every other passenger on the flight, including his family. As he and others affected by the tragedy try to make sense of what happened, unexpected friendships, romances, and communities are formed.",2023,TV-MA,0,['drama'],['US'],1.0,tt17543896,7.4,1324.0,37.81,2.0
ts316895,The Reluctant Traveler with Eugene Levy,SHOW,Award-winning actor and nervous explorer Eugene Levy steps out of his comfort zone for a whirlwind tour of the world’s most beautiful and intriguing destinations.,2023,TV-PG,35,"['documentation', 'reality']",['GB'],1.0,tt15822846,7.8,473.0,13.892,6.8
ts296808,Liaison,SHOW,"This contemporary thriller explores how past mistakes have the potential to destroy the future. It blends action with an unpredictable plot in which espionage and political intrigue play out against a story of passionate, enduring love.",2023,TV-MA,51,"['crime', 'thriller']","['FR', 'GB']",1.0,tt14792896,6.3,549.0,84.911,6.1
ts374301,Super League: The War For Football,SHOW,"The past, present, and future of European football collide when plans for a breakaway league emerge, leaving the game’s most powerful leaders to defend—or upend—the traditions of the sport.",2023,TV-MA,0,"['documentation', 'sport']",['US'],1.0,tt24587530,7.4,414.0,6.8,6.7
ts377681,Shape Island,SHOW,"On a charming island, Square, Triangle, and Circle seek adventure and connection while learning how to navigate each other’s differences. Based on the internationally best-selling books by Mac Barnett and Jon Klassen.",2023,TV-G,24,"['family', 'animation', 'fantasy', 'comedy']",['US'],1.0,tt25515858,7.6,121.0,18.529,9.2
